Mnemonic,Long Label
XR$@AS.Q.FGI,"Asia, Real NIA Exports of Goods & Non-Factor Services, US$, Billions - U.S. Dollar - 2015, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 16 out of 27"
M3$%@EME.Q.FGI,"Emerging Europe, Growth Rate, Money Supply M3, Period End, Year-on-Year Percent Change, US$, Unit - Percent change year ago, Data edge: 2018Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 17 out of 30"
GDPR$%Q@LAXB.Q.FGI,"Latin America Excluding Brazil, Real $ GDP, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 10 out of 18"
MBROAD%@EURC.Q.FGBA1,"Europe + CIS (Commonwealth of Independent States), Growth Rate, Broad Money Supply, Period End, Year-on-Year Percent Change, lcu, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019"
GC$%@EUR.Q.FGBA1,"Europe, Nominal Government Consumption in U.S. Dollars, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 41"
WPI@ADV.Q.FGI,"Advanced economies, Wholesale-Producer Price Index, LCU basus, Unit - Index - 2015, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 30 out of 32"
JSRT$@MEN.Q.FGI,"Middle East and North Africa, Index, Retail Sales, Nominal (US$ Value), Unit - Index - 2015, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 1 out of 21"
GCR$%Q@GCC.Q.FGI,"Gulf Cooperation Council Countries, Real $ Government Consumption, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 5 out of 6"
GSAV$@GCC.Q.FGI,"Gulf Cooperation Council Countries, Fiscal Balance: Overall (Government Savings), in US$, general government, Billions - U.S. Dollar, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 2 out of 6"
PX%@OECD.Q.FGI,"OECD: Organization for Economic Cooperation and Development, NIA Exports Deflator, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 32 out of 32"
CR$%@MEN.Q.FGI,"Middle East and North Africa, Real $ Private Consumption, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 12 out of 21"
XR%Q@MEN.Q.FGI,"Middle East and North Africa, Real NIA Exports of Goods & Non-Factor Services, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 14 out of 21"
CUX$%@APXC.Q.FGI,"Asia-Pacific Excluding China, Growth Rate, Nominal Customs Clearance Exports: Total, Year-on-Year Percent Change, US$, Unit - Percent change year ago, Data edge: 2018Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 6 out of 39"
PX$%@WOROM.Q.FGBA1,"World Oil Importers, NIA Exports of Goods & Non-Factor Service Deflator, U.S. Dollar Basis, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 6 out of 165"
X$%@ADVXU.Q.FGI,"Advanced Economies Excluding USA (ADVXU), Nominal NIA Exports in U.S. Dollars, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 30 out of 31"
GDP%@EMU11.Q.FGBA1,"Eurozone, 1999-2000, Nominal GDP, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 11"
IRXG@EMU11.Q.FGBA1,"Eurozone, 1999-2000, International Reserves Excluding Gold, LCU, Unit - Index, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 11"
PX$%@EME.Q.FGI,"Emerging Europe, NIA Exports of Goods & Non-Factor Service Deflator, U.S. Dollar Basis, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 17 out of 30"
CPI$@AP.Q.FGBA1,"Asia-Pacific, Consumer Price Index, Dollar Basis, Unit - Index - 2015, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 1 out of 40"
PSHGBAL@EMEA.Q.FGBA1,"EMEA (Europe, Middle East and Africa), Fiscal Balance: Current, % of GDP, general government, Unit - Percentage, Data edge: 2018Q4, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 120"
LPER@G8.Q.FGBA1,"G-8, Labor Productivity: GDP-to-Employed Labor Force, lcu, Unit - U.S. Dollar - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 8"
GDDR%@EMG.Q.FGI,"Emerging Markets, Real Gross Domestic Demand, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 40 out of 53"
M$@NAFXM.Q.FGI,"NAFTA Excluding Mexico, Nominal NIA Imports of Goods & Non-Factor Services, US$, Billions - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 2 out of 2"
GDPRE@APXJC.Q.FGI,"Asia-Pacific Excluding Japan, China, Real GDP (Gross Domestic Product), euro, Billions - Euro - 2015, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 16 out of 38"
M2$%Q@EURC.Q.FGI,"Europe + CIS (Commonwealth of Independent States), Growth Rate, Money Supply M2, Period End, Quarter-on-Quarter, SAAR, Percent Change, US$, Unit - Percent change on previous period, Data edge: 2017Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 33 out of 52"
GDDR$@EUN.Q.FGI,"EU: European Union, Real Gross Domestic Demand (Absorption), US$, Billions - U.S. Dollar - 2015, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 28 out of 28"
WPI@APXGC.Q.FGI,"Asia-Pacific Excluding Greater China, Wholesale-Producer Price Index, LCU basus, Unit - Index - 2015, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 13 out of 36"
GDP@ADVXU.Q.FGBA1,"Advanced Economies Excluding USA (ADVXU), Nominal GDP (Gross Domestic Product), lcu, Unit - Index, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 6 out of 31"
CUM$%@AP.Q.FGI,"Asia-Pacific, Growth Rate, Nominal Customs Clearance Imports: Total, Year-on-Year Percent Change, US$, Unit - Percent change year ago, Data edge: 2018Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 6 out of 40"
M$@WOR.Q.FGBA1,"World, Nominal NIA Imports of Goods & Non-Factor Services, US$, Billions - U.S. Dollar, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 204"
PSHBPMG@NAFXM.Q.FGBA1,"NAFTA Excluding Mexico, BOP Goods Imports, % of GDP, Unit - Percentage, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 2"
M3$%Q@NAF.Q.FGI,"NAFTA, Growth Rate, Money Supply M3, Period End, Quarter-on-Quarter, SAAR, Percent Change, US$, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 3 out of 3"
M$%Q@AF.Q.FGI,"Africa, Nominal NIA Imports in U.S. Dollars, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 22 out of 54"
PSHBPMG@NEAS.Q.FGBA1,"North East Asia, BOP Goods Imports, % of GDP, Unit - Percentage, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 1 out of 8"
IFR@EMU11.Q.FGBA1,"Eurozone, 1999-2000, Real Fixed Investment, lcu, Unit - Index - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 11"
GDPPR$NP@AP.Q.FGBA1,"Asia-Pacific, Real GDP Per Capita, PPP$, Unit - U.S. Dollar - 2015, Data edge: 2018Q4, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 1 out of 40"
IRXG$%@EMEA.Q.FGI,"EMEA (Europe, Middle East and Africa), Growth Rate: International Reserves Excluding Gold, US$, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2017Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 68 out of 120"
GDPY@NAFXM.Q.FGBA1,"NAFTA Excluding Mexico, Nominal Gross Domestic Product, yen, Trillions - Japanese Yen, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 2"
XR%Q@EME.Q.FGI,"Emerging Europe, Real NIA Exports of Goods & Non-Factor Services, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 16 out of 30"
GDPRE@LAXB.Q.FGI,"Latin America Excluding Brazil, Real GDP (Gross Domestic Product), euro, Billions - Euro - 2015, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 10 out of 18"
GREVE%@APEC.Q.FGBA1,"Asia-Pacific Economic Cooperation, Growth Rate: Current Revenue in euro, General government, Unit - Percentage, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 21"
PSHGDS@EUNXG.Q.FGBA1,"EU: European Union excluding U.K., Nominal share of GDP: Gross Domestic Saving = Gross Domestic Saving Rate, Unit - Percentage, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 27"
M3$%Q@APAC.Q.FGI,"Asia-Pacific, Growth Rate, Money Supply M3, Period End, Quarter-on-Quarter, SAAR, Percent Change, US$, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 11 out of 40"
RXINV@APXJ.Q.FGI,"Asia-Pacific Excluding Japan, Inverse Exchange Rate, Period Average, Unit - U.S. Dollar, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 17 out of 39"
GDP$NP%@AMERS.Q.FGBA1,"Americas, Growth Rate: Nominal GDP Per Capita, Unit - Percentage, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 44"
JRXRY@AS.Q.FGBA1,"Asia, Real exchange rate with Japan (Japanese prices per local prices), Unit - Japanese Yen - 2015, Data edge: 2019Q2, Data source: IHS Markit, Cabinet Office of Japan, International Monetary Fund (IMF), Updated quarterly: last update 26 August 2019"
GDPP$@EURC.Q.FGBA1,"Europe + CIS (Commonwealth of Independent States), Nominal Gross Domestic Product, PPP$, Billions - U.S. Dollar, Data edge: 2018Q4, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 52"
GCR@LA.Q.FGI,"Latin America, Real Government Consumption, lcu, Unit - Index - 2015, Data edge: 2017Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 10 out of 19"
PSHAGSAV@WORXC.Q.FGI,"World Excluding China, Fiscal Balance: Overall, % of GDP, unspecified government, Unit - Percentage, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 18 November 2019 Countries in aggregate: 57 out of 203"
XRE@EMUXG.Q.FGBA1,"Eurozone Excluding Greece, Real NIA Exports of Goods & Non-Factor Services, euro, Billions - Euro - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 18"
MR%@LC.Q.FGI,"Latin America and Caribbean, Real NIA Imports of Goods & Non-Factor Services, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2017Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 12 out of 41"
GDP$NP@G8.Q.FGBA1,"G-8, Nominal GDP Per Capita, US$, Unit - U.S. Dollar, Data edge: 2018Q4, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 8"
JRXR$@EG4.Q.FGBA1,"European Group of 4, Real exchange rate with US (US prices per local prices), Unit - U.S. Dollar - 2015, Data edge: 2019Q1, Data source: IHS Markit, Bureau of Economic Analysis (BEA), Updated quarterly: last update 26 August 2019"
IF$%@G7.Q.FGI,"G7, Nominal Fixed Investment in U.S. Dollars, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 7 out of 7"
RU@GULF.Q.FGI,"Persian Gulf Countries, Unemployment Rate, Unit - Percentage, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 8"
MBROAD$@NAF.Q.FGI,"NAFTA, Broad Money Supply, Period End, US$, Billions - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 3 out of 3"
M1@APEC.Q.FGBA1,"Asia-Pacific Economic Cooperation, Money Supply M1, Period End, lcu, Unit - U.S. Dollar, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 21"
M$%Q@ADVXU.Q.FGI,"Advanced Economies Excluding USA (ADVXU), Nominal NIA Imports in U.S. Dollars, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 30 out of 31"
CGSAV$@APXC.Q.FGI,"Asia-Pacific Excluding China, Fiscal Balance: Overall (Government Savings), in US$, central government, Billions - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 2 out of 39"
IFRE@WORXC.Q.FGI,"World Excluding China, Real Fixed Investment, euro, Billions - Euro - 2015, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 90 out of 203"
PM%Q@GCC.Q.FGI,"Gulf Cooperation Council Countries, NIA Imports Deflator, Quarter-on-Quarter, SAAR, Percent Change, Unit - Percent change on previous period, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 6 out of 6"
JSRT%@EUN.Q.FGBA1,"EU: European Union, Growth Rate, Nominal Retail Sales Index, LCU, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 28"
WPIE@CIS.Q.FGI,"CIS: Commonwealth of Independent States, Wholesale-Producer Price Index, euro basis, Unit - Index - 2015, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 11"
CPI$%@EUR.Q.FGBA1,"Europe, Consumer Price Index, Dollar Basis, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 41"
M3@GCC.Q.FGI,"Gulf Cooperation Council Countries, Money Supply M3, Period End, lcu, Billions - Index, Data edge: 2017Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 6"
PSHBPMG@CEB.Q.FGI,"Central Europe and Balkans, BOP Goods Imports, % of GDP, Unit - Percentage, Data edge: NA, Data source: IHS Markit, Updated monthly: last update 18 November 2019 Countries in aggregate: 12 out of 19"
II$@MENHR.Q.FGI,"Middle East and North Africa: High Risk, Nominal Change in Inventory, US$, Billions - U.S. Dollar, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 2 out of 7"
GC$%@ADV.Q.FGI,"Advanced economies, Nominal Government Consumption in U.S. Dollars, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 31 out of 32"
GDPR@OECD.Q.FGI,"OECD: Organization for Economic Cooperation and Development, Real GDP (Gross Domestic Product), lcu, Unit - Index - 2015, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 32 out of 32"
GDPAG$@EUNXG.Q.FGBA1,"EU: European Union excluding U.K., Nominal GDP at Factor Cost: Agriculture, US$, Billions - U.S. Dollar, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 27"
M2$@APAC.Q.FGI,"Asia-Pacific, Money Supply M2, Period End, US$, Billions - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 16 out of 40"
WPI$@AF.Q.FGI,"Africa, Wholesale-Producer Price Index, US$ basis, Unit - Index - 2015, Data edge: 2018Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 6 out of 54"
IRXG$@EUN.Q.FGI,"EU: European Union, International Reserves Excluding Gold, US$, Billions - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 28 out of 28"
GDPE%@MENXI.Q.FGI,"Middle East and North Africa Excluding Israel, Nominal GDP in Euros, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 13 out of 20"
MR$@ADVXU.Q.FGBA1,"Advanced Economies Excluding USA (ADVXU), Real NIA Imports of Goods & Non-Factor Services, US$, Billions - U.S. Dollar - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 6 out of 31"
GDP@APXJC.Q.FGI,"Asia-Pacific Excluding Japan, China, Nominal GDP (Gross Domestic Product), lcu, Unit - Index, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 16 out of 38"
GDPR@WEHEM.Q.FGBA1,"Western Hemisphere, Real GDP (Gross Domestic Product), lcu, Unit - U.S. Dollar - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 44"
GCR$@XOECD.Q.FGI,"Non-OECD Countries, Real Government Consumption, US$, Billions - U.S. Dollar - 2015, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 58 out of 172"
M2$%Q@NOA.Q.FGI,"North Africa, Growth Rate, Money Supply M2, Period End, Quarter-on-Quarter, SAAR, Percent Change, US$, Unit - Percent change on previous period, Data edge: 2019Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 7"
SRT%@EME.Q.FGI,"Emerging Europe, Growth Rate, Nominal Retail Sales, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 16 out of 30"
MBROAD%Q@EUR.Q.FGI,"Europe, Growth Rate, Broad Money Supply, Period End, Quarter-on-Quarter, SAAR, Percent Change, lcu, Unit - Percent change on previous period, Data edge: 2017Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 32 out of 41"
CR$%@LC.Q.FGI,"Latin America and Caribbean, Real $ Private Consumption, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 11 out of 41"
PGDP$%@AF.Q.FGI,"Africa, Gross Domestic Product Deflator, U.S. Dollar Basis, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 22 out of 54"
PSHC@EUN.Q.FGBA1,"EU: European Union, Nominal share of GDP: Private Consumption, Unit - Percentage, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 28"
RX@XOECD.Q.FGI,"Non-OECD Countries, Exchange Rate Index, Period Average (LCU per US$), Unit - Index, Data edge: 2019Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 70 out of 172"
C$%@WORXU.Q.FGI,"World Excluding USA, Nominal Private Consumption in U.S. Dollars, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 91 out of 203"
X$%@WEHEM.Q.FGBA1,"Western Hemisphere, Nominal NIA Exports in U.S. Dollars, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 44"
GDP%Q@SS.Q.FGI,"Sub-Saharan Africa, Nominal GDP in LCU, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 18 out of 47"
GCR@BRIC.Q.FGI,"BRIC (Brazil, Russia, India & China), Real Government Consumption, lcu, Unit - Index - 2015, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 4"
PM%@APXGC.Q.FGBA1,"Asia-Pacific Excluding Greater China, NIA Imports Deflator, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 1 out of 36"
XRE@LCM.Q.FGI,"Latin America and Caribbean plus Mexico, Real NIA Exports of Goods & Non-Factor Services, euro, Billions - Euro - 2015, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 13 out of 42"
IF$@SEAS.Q.FGI,"South-East Asia, Nominal Fixed Investment, US$, Billions - U.S. Dollar, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 6 out of 11"
PME@MENOX.Q.FGI,"Middle East & North Africa Oil Exporters, Deflator: NIA Imports of Goods & Non-Factor Services, euro, Unit - Index - 2015, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 10 out of 15"
JSRTR@WEHEM.Q.FGBA1,"Western Hemisphere, Index, Retail Sales, Real (Volume), Unit - Index - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 44"
C$%@OECD.Q.FGI,"OECD: Organization for Economic Cooperation and Development, Nominal Private Consumption in U.S. Dollars, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 32 out of 32"
PGDP@MENXI.Q.FGI,"Middle East and North Africa Excluding Israel, Deflator: Gross Domestic Product, lcu, Unit - Index, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 13 out of 20"
GDDE@EUNXG.Q.FGBA1,"EU: European Union excluding U.K., Nominal Gross Domestic Demand (Absorption), euro, Billions - Euro, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 27"
PGDP$%Q@GCC5.Q.FGI,"Gulf Cooperation Council Countries Excluding Saudi Arabia, Gross Domestic Product Deflator, U.S. Dollar Basis, Quarter-on-Quarter, SAAR, Percent Change, Unit - Percent change on previous period, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 5 out of 5"
JNLF@NAFXM.Q.FGBA1,"NAFTA Excluding Mexico, Index, Labor Force, Unit - Index, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 2"
PGDP$@SOAS.Q.FGI,"South Asia, Deflator: Gross Domestic Product, US$, Unit - Index - 2015, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 8"
CGSAVE@XOECD.Q.FGI,"Non-OECD Countries, Fiscal Balance: Overall (Government Savings), in euro, central government, Billions - Euro, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 6 out of 172"
XR%@DVG.Q.FGI,"Developing Countries, Real NIA Exports of Goods & Non-Factor Services, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 21 out of 119"
GDPY@WORXC.Q.FGBA1,"World Excluding China, Nominal Gross Domestic Product, yen, Trillions - Japanese Yen, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 203"
IRXG$%@WOROM.Q.FGBA1,"World Oil Importers, Growth Rate: International Reserves Excluding Gold, US$, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 6 out of 165"
PX%@APXJ.Q.FGI,"Asia-Pacific Excluding Japan, NIA Exports Deflator, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 17 out of 39"
GDPAGR$@AMERS.Q.FGBA1,"Americas, Real GDP at Factor Cost: Agriculture, US$, Billions - U.S. Dollar - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 44"
GDPPR$@ADV.Q.FGI,"Advanced economies, Real Gross Domestic Product, PPP$, Billions - U.S. Dollar - 2015, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 7 out of 32"
RXYEN@EUNXG.Q.FGBA1,"EU: European Union excluding U.K., Exchange Rate, LCU per yen, Period Average, Unit - Index, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 27"
M@NEAS.Q.FGBA1,"North East Asia, Nominal NIA Imports of Goods & Non-Factor Services, lcu, Unit - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 1 out of 8"
IFR%@LCM.Q.FGI,"Latin America and Caribbean plus Mexico, Real Fixed Investment, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2017Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 12 out of 42"
